phylum,class,order,family,genus,species,asv_id,VAR_p.value,chisq.value,df,p.value,q.value
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA,ASV342,0.2850912199357673,17.94512501566829,4,0.0012649471516389154,0.008494164613429148
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mesoflavibacter,Mesoflavibacter zeaxanthinifaciens,ASV345,0.13368279030468241,5.528350498681917,4,0.23724866479076695,0.28966056881406765
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Ruegeria,Ruegeria arenilitoris,ASV346,1.8042086175668222e-8,18.440505632987183,4,0.00101194455759984,0.0074221561562520235
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NA,NA,ASV347,7.634402694474622e-4,5.36819781314009,4,0.25156020335429863,0.29987901349784996
Bacteroidota,Flavobacteriia,Flavobacteriales,Crocinitomicaceae,Salinirepens,Salinirepens amamiensis,ASV355,2.470602703493998e-11,23.642618924819722,4,9.418959170133634e-5,0.0011294400376250602
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Luteirhabdus,Luteirhabdus pelagi,ASV357,7.343618811582815e-6,0.8647835617526236,4,0.9295579208655311,0.5652110419797785
Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera,NA,ASV359,0.009694565268868189,2.7658642656485055,4,0.597739394699558,0.4642375400936181
Pseudomonadota,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Ponticaulis,Ponticaulis koreensis,ASV362,7.9253966546017e-4,21.982439065098983,4,2.0204000083944438e-4,0.0021198526745317948
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Shimia,Shimia marina,ASV364,5.311626772413923e-6,6.797047983822624,4,0.14700995643466522,0.21743987401527495
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA,ASV365,0.07022940363771221,13.459747005498217,4,0.009234756758756502,0.03407237166808705
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,NA,ASV368,0.01756978960359696,16.853756708044425,4,0.0020635791637410392,0.011945695399857278
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,NA,NA,ASV370,4.784208110514241e-4,8.070043270854828,4,0.08904585544112396,0.1523695414811458
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,NA,ASV371,0.49609149598597935,11.534640943610482,4,0.021169046020663964,0.05686035543091383
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA,NA,ASV373,3.0433732783984717e-13,7.48288069016358,4,0.11246655558055778,0.17981354198773097
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA,ASV374,0.0807548741347574,5.673682889794693,4,0.22487918935917975,0.28613504037719534
Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,NA,ASV383,0.002176333021639788,3.5392912603834294,4,0.47192922601868276,0.42029460891325887
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,NA,ASV385,0.00469185710097508,6.508232033368568,4,0.16427243704995786,0.23468407355592918
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Allomuricauda,NA,ASV386,1.2503428907412907e-6,12.205193198612452,4,0.015888873987549616,0.04590655540658889
Pseudomonadota,Alphaproteobacteria,SAR11 clade,Clade III,NA,NA,ASV390,7.333472693293462e-4,3.564664738828876,4,0.46811428617101164,0.41900787396514183
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NA,NA,ASV394,6.305562289291822e-6,14.961719669181651,4,0.004781275178371539,0.02084833181019898
Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA,ASV395,0.14021073486250463,2.4957695597592187,4,0.6453934787181144,0.48235570607058553
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA,ASV401,4.480485848533893e-4,12.189384907905458,4,0.015997137305588566,0.04590655540658889
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Marixanthomonas,Marixanthomonas ophiurae,ASV403,0.28855942396830164,1.5354325364320083,4,0.8203470482743087,0.5411256662134943
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mesoflavibacter,Mesoflavibacter zeaxanthinifaciens,ASV405,0.0011995660402004847,5.903759214164673,4,0.20645180338874727,0.26956050176677065
Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,NA,ASV407,0.14800301512514963,3.2770384954208223,4,0.5125785153968971,0.4313261602857014
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Allomuricauda,NA,ASV411,0.0026025696269559822,3.4922948031267174,4,0.4790509034285778,0.422821521690015
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,NA,ASV412,0.003704696326425835,16.479239766237022,4,0.002439117131510952,0.013208675262635727
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA,ASV413,0.1442304166035175,7.171770236801798,4,0.12708463657303384,0.19754115841522354
Bacteroidota,Flavobacteriia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,Crocinitomix algicola,ASV419,0.03596388381272706,3.5304112776110617,4,0.47326933472913757,0.42037304607544973
Pseudomonadota,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,NA,NA,ASV423,0.1144475326704597,9.778084845483548,4,0.044336411252983376,0.09775381014940773
Pseudomonadota,Alphaproteobacteria,Candidatus Pelagibacterales,Candidatus Pelagibacteraceae,Pelagibacter,Candidatus Pelagibacter ubique,ASV425,0.5041590366110931,6.593798344465827,4,0.15897544344940542,0.23007019271083193
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV428,0.0683337270229524,3.0902563652931603,4,0.5428364684675244,0.443489562600417
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA,ASV430,0.12157719028943018,12.800355442333661,4,0.01229363408223321,0.040466757474791205
Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,NA,NA,ASV431,1.371465826870496e-4,1.46800619709694,4,0.8322932525506139,0.5449732003089085
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Ascidiaceibacter,Ascidiaceibacter salegens,ASV434,2.455010559503621e-6,13.650739511400122,4,0.00849736836733791,0.03242052696161203
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,Winogradskyella flava,ASV439,2.414168042532979e-10,11.43139115803707,4,0.022120551541986822,0.05846149430997945
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Ketobacteraceae,Ketobacter,Ketobacter alkanivorans,ASV441,5.21819063421509e-4,16.142517436203168,4,0.002833768903216377,0.014217881708342376
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA,ASV442,0.142229527138174,3.629201982640396,4,0.45850665001856783,0.4165034254239302
Pseudomonadota,Gammaproteobacteria,Thiotrichales,Fastidiosibacteraceae,Cysteiniphilum,Cysteiniphilum marinum,ASV445,1.8370218419617772e-5,3.875797802487377,4,0.4230756667088384,0.39649319692601015
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA,ASV453,0.03577114596048731,1.2038752009013054,4,0.877460179996927,0.550670651432627
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV454,4.7275493661181304e-4,1.2665921381593723,4,0.8670176301568895,0.5495832097387456
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,Thalassotalea loyana,ASV456,0.07399266595786516,1.634490791083324,4,0.8025801449139497,0.5335430032085158
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,NA,NA,NA,ASV457,3.597514729742148e-14,4.927772718946001,4,0.2947890758575485,0.3321340625129611
Bacteroidota,Saprospiria,Saprospirales,Saprospiraceae,Aureispira,Aureispira maritima,ASV458,1.2449412277708609e-9,1.3150362004824876,4,0.8588193025717139,0.5486097006633387
Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,NA,NA,ASV462,0.11054681135860825,9.489451741913498,4,0.04996444248191962,0.10761371062193598
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,NA,ASV468,1.2081609876365832e-4,NA,4,NA,NA
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mesoflavibacter,Mesoflavibacter profundi,ASV476,1.4019766594353178e-12,4.274705113692807,4,0.37010325403101363,0.3763713818641971
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,NA,ASV478,0.021304563468107503,10.944190286131011,4,0.027198450813275356,0.066656406504849
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium terrae,ASV484,0.43354261271785133,4.611981417101981,4,0.32947509252167767,0.3591618237724747
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,NA,NA,NA,ASV490,2.3451533806027385e-8,13.029647388022697,4,0.011131836401910549,0.03813809845049088
Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA,ASV493,0.37393124900117247,6.451134316575049,4,0.16789547466219001,0.2368537851898291
Pseudomonadota,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Ponticaulis,Ponticaulis koreensis,ASV494,2.4300661169817423e-5,35.132826040128734,4,4.3624630940182826e-7,1.4647046555498459e-5
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Tritonibacter,Tritonibacter mobilis,ASV499,6.364200685141462e-5,6.13324997989032,4,0.1894156304877647,0.2555390141723964
Bacteroidota,Flavobacteriia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,Crocinitomix algicola,ASV504,0.07437576089476813,17.509514002520454,4,0.0015384160394744232,0.009745771522239589
Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus parainfluenzae,ASV507,0.004455805781349183,10.090276667871455,4,0.03893413268768765,0.08953564053845524
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,NA,NA,ASV513,4.7848182738251925e-9,18.142644292924135,4,0.0011573409926823428,0.008095401532665109
Bacteroidota,Saprospiria,Saprospirales,NA,NA,NA,ASV518,2.3454246392567784e-4,7.818577421723839,4,0.09845461041734878,0.16125028579401215
Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,NA,ASV520,0.013530109861800695,5.595266179425,4,0.23148155418583533,0.28966056881406765
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,NA,NA,ASV526,3.277496718977154e-8,11.057165553211293,4,0.025929009230521983,0.06506961990184959
Pseudomonadota,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Ponticaulis,Ponticaulis koreensis,ASV535,1.173780809338712e-9,29.162439189998562,4,7.2453311337443845e-6,1.430960393904261e-4
Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,NA,NA,ASV537,0.18294961134124488,2.149894509621681,4,0.7082121942359236,0.5037785797910015
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,NA,NA,ASV539,0.003155115531290454,6.805001372745912,4,0.14655888746386891,0.21743987401527495
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Ascidiaceibacter,Ascidiaceibacter salegens,ASV544,8.344605165716214e-9,32.24858352444858,4,1.7018515783392283e-6,4.395382002051992e-5
Bacteroidota,Cytophagia,Cytophagales,Reichenbachiellaceae,Reichenbachiella,Reichenbachiella faecimaris,ASV545,0.005217891032291884,3.8693521665461468,4,0.42397575816072874,0.39649319692601015
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,Marinomonas communis,ASV551,0.018495955775134125,10.226390832695966,4,0.0367820325680027,0.08516987668133474
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,Thalassotalea loyana,ASV553,3.088116209209788e-5,6.0603475619032245,4,0.19468658222617893,0.26006903367762907
Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Rhodopirellula,NA,ASV557,0.0528270230637542,17.65269113095215,4,0.001442642952649099,0.009314805929858026
Bdellovibrionota,Bacteriovoracia,Bacteriovoracales,Halobacteriovoraceae,Halobacteriovorax,Halobacteriovorax marinus,ASV558,0.3553887864394943,9.824804923737947,4,0.043484522659857625,0.09733336635991922
Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Rubritaleaceae,Rubritalea,NA,ASV559,0.036455301207919684,4.439888976670732,4,0.3497347151613067,0.36810045658718393
Pseudomonadota,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Hyphomonas,NA,ASV562,0.002067857434002844,3.717152145843839,4,0.44563615820689595,0.40880634919145087
Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Curvibacter,Curvibacter lanceolatus,ASV564,0.2721993483420936,12.595794288935277,4,0.013429373749985131,0.042701929874592544
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV565,0.05304831395841524,3.9156080816329615,4,0.41754751786975525,0.39649319692601015
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NA,NA,ASV566,7.762593894950853e-5,4.09253963227166,4,0.39362681636825986,0.3864353678925313
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aureicoccus,Aureicoccus marinus,ASV575,0.0321108600084971,12.830384366803399,4,0.0121350018184175,0.04034008119688427
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Algicola,Algicola bacteriolytica,ASV595,0.006327144181314002,11.625080765162654,4,0.02036830434654961,0.055599138240758954
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NA,NA,ASV599,3.348705765043474e-4,18.439376916037798,4,0.001012459907531061,0.0074221561562520235
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV601,4.489555806963737e-7,0.7316959060168722,4,0.94736341424486,0.5652110419797785
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Ascidiaceibacter,Ascidiaceibacter salegens,ASV602,1.0729084504489825e-5,25.98538799657788,4,3.186001883973859e-5,5.062075882611792e-4
Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Latilactobacillus,NA,ASV606,0.06803095125996134,5.764999114190391,4,0.21739911065392312,0.27859593021155293
Pseudomonadota,Gammaproteobacteria,NA,NA,Sedimenticola,Sedimenticola selenatireducens,ASV609,0.0064766838943451175,3.6149463573685656,4,0.46061702733536064,0.4168543853341923
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,NA,NA,ASV617,0.09275073536213718,12.538902159546753,4,0.013763015842057273,0.04303613393900533
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Kordia,Kordia zhangzhouensis,ASV629,8.039761626745935e-24,27.738953691304438,4,1.4088294711437911e-5,2.4895630130187017e-4
Bacteroidota,Saprospiria,Saprospirales,Saprospiraceae,Aureispira,Aureispira maritima,ASV630,0.3087452868676964,10.298976360836916,4,0.03568162870468136,0.08319562212872897
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Pseudofulvibacter,Pseudofulvibacter geojedonensis,ASV636,0.30503991703061917,3.728850363948129,4,0.44394371770915775,0.40836954501552375
Myxococcota,NA,Nannocystales,Nannocystaceae,NA,NA,ASV641,3.937088958704634e-6,4.128773259574808,4,0.3888587152480535,0.385713967350112
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Pseudooceanicola,NA,ASV645,0.0038424434010746,22.406668601243357,4,1.663153150845803e-4,0.0018613553172720804
Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia insidiosa,ASV646,0.23247632929318823,16.712923565087877,4,0.0021975886713522675,0.01250583493285445
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA,ASV648,0.24198835695826681,2.7191615960470266,4,0.6058657678057083,0.4668313181894669
Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,NA,ASV653,0.02228096920092617,14.364715637269644,4,0.006217561644453786,0.026094465702434233
Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,NA,ASV660,2.497097217392465e-9,20.203365707512727,4,4.5528537014415815e-4,0.0041314287481324895
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA,NA,ASV661,8.056206773862695e-4,3.7850268313673907,4,0.4358803074513743,0.40316137673960484
Bacteroidota,Cytophagia,Cytophagales,Fulvivirgaceae,Fulvivirga,NA,ASV662,0.0012886959572352406,7.874032711443503,4,0.09630306013657405,0.16006891978877527
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NA,NA,ASV669,0.021536646311238142,3.6714499584787967,4,0.4522919728073866,0.41378154022059205
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,NA,NA,ASV670,1.0192983807749338e-11,14.25924753895325,4,0.006511996916419239,0.026367027730040706
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA,ASV671,0.08845045253129327,1.7192608883824965,4,0.7872159575863077,0.5275631579651756
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,NA,NA,NA,ASV679,2.6606282173151312e-11,5.199512510421916,4,0.2674319549757731,0.31069463385178364
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV680,0.24823856187984136,7.122161532654484,4,0.12957166402863246,0.19955923880522108
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,NA,NA,NA,ASV681,3.5429760700441393e-6,15.789121912522539,4,0.0033155856812761633,0.01546130171119045
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Salinimonas,Salinimonas iocasae,ASV682,0.012533022860214064,10.955312130788192,4,0.02707086183012317,0.066656406504849
Myxococcota,NA,Polyangiales,Polyangiaceae,Chondromyces,NA,ASV683,0.012529943092169466,2.453451864338981,4,0.6529898996740876,0.48235570607058553
Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Psychrobacter,Psychrobacter pacificensis,ASV685,1.1215557197847854e-5,1.4103678722538349,4,0.8423910431273534,0.5463958057944521
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Methyloceanibacter,Methyloceanibacter caenitepidi,ASV688,0.0100413457716272,9.694411696333175,4,0.04590221372307514,0.10007629207897632
Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus iners,ASV689,0.1578869498508416,8.305052756220679,4,0.08102162174047131,0.14625350528082898
Pseudomonadota,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,NA,NA,ASV690,0.14708043888941255,3.0819585781542056,4,0.5442047439007714,0.443489562600417
Pseudomonadota,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Hyphomonas,NA,ASV705,0.24248358333112252,3.131409580634951,4,0.5360801597160264,0.4430162455570572
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Actibacter,Actibacter sediminis,ASV713,0.025621146982289626,3.3728812577909486,4,0.4974682727669313,0.4275986204989639
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oleispira,Oleispira lenta,ASV717,0.032637749461107445,12.36783348485802,4,0.014815638498107018,0.043634883159655545
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,NA,ASV718,7.24094087521236e-9,9.766732725824921,4,0.04454580674778098,0.09775381014940773
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,NA,ASV724,0.39386700719181705,1.6317640214580362,4,0.8030721610704181,0.5335430032085158
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA,NA,ASV728,8.916368980460672e-13,6.550626810697271,4,0.16162830485058807,0.23193840440491575
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mesoflavibacter,Mesoflavibacter zeaxanthinifaciens,ASV740,0.11994697278969882,14.832439333248363,4,0.005061669497431596,0.021788005578270746
Pseudomonadota,Gammaproteobacteria,Chromatiales,Oceanococcaceae,Oceanococcus,Oceanococcus atlanticus,ASV742,3.8039087418625077e-7,0.9431049438815999,4,0.9182968954981268,0.5646882739204167
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV745,3.0939590853375454e-4,3.0853646495227505,4,0.5436428532061809,0.443489562600417
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,NA,ASV747,0.26199858510471646,3.8654521035710094,4,0.42452105785653027,0.39649319692601015
Pseudomonadota,Alphaproteobacteria,Kordiimonadales,Kordiimonadaceae,Kordiimonas,Kordiimonas laminariae,ASV751,0.060469691623331726,3.583728368952511,4,0.4652619748385821,0.41880033847639714
Pseudomonadota,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Hyphomonas,Hyphomonas atlantica,ASV753,1.367031469175455e-4,3.4044900878915865,4,0.4925486119960014,0.425824375001339
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Phaeobacter,Phaeobacter italicus,ASV763,5.15360401673816e-10,3.4873534118359695,4,0.47980388977261823,0.422821521690015
Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Mariniblastus,Mariniblastus fucicola,ASV767,0.002672336832769517,3.9266378469599967,4,0.416025374015359,0.39649319692601015
Bacteroidota,Flavobacteriia,Flavobacteriales,Cryomorphaceae,NS10 marine group,NA,ASV768,7.827565651589877e-5,14.11039389899646,4,0.0069509323134730175,0.027783187476282577
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gilvibacter,Gilvibacter sediminis,ASV779,0.007537025271266747,3.3283924661614774,4,0.504446332701507,0.4275986204989639
Bacteroidota,Saprospiria,Saprospirales,Saprospiraceae,NA,NA,ASV784,0.931117617913737,2.953998770583425,4,0.565552876990583,0.4521080309967642
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,NA,ASV786,0.27803240593469886,1.8436151966516519,4,0.7644937738571809,0.5238369979484857
Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA,ASV788,0.48122741926282975,11.07321078603804,4,0.025753431068766576,0.06506961990184959
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Celeribacter,NA,ASV795,0.06252837961330844,18.382033543935925,4,0.001038985888922535,0.0074221561562520235
Lentisphaerota,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera,NA,ASV799,0.18008767243708648,0.7786122242293495,4,0.94129217867443,0.5652110419797785
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,NA,ASV805,0.517564144552898,2.7097508779064317,4,0.6075094155450722,0.4668313181894669
Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Pseudoteredinibacter,Pseudoteredinibacter isoporae,ASV816,3.158849452953542e-4,5.976200322199592,4,0.20093271188850978,0.2656043754822313
Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA,ASV817,0.0026896039487963883,0.9973800702494681,4,0.9101929959550429,0.5631611682316903
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV819,0.002307406888616023,5.894885821155679,4,0.20713699237287808,0.26956050176677065
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV824,0.009458581941730316,0.2719023100359752,4,0.9915550278291776,0.5805066623821445
Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,NA,ASV831,8.161410326301432e-10,5.534295138080585,4,0.23673131642083647,0.28966056881406765
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Cohaesibacteraceae,Cohaesibacter,Cohaesibacter gelatinilyticus,ASV838,1.5525814531495158e-5,7.03996125678642,4,0.13379146530080718,0.20234558449334267
Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA,ASV846,3.7921598243089634e-5,6.14234353383354,4,0.18876717427060677,0.2555390141723964
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Marinicella,NA,ASV850,2.5303655306516007e-4,9.276042254033522,4,0.05455816017882501,0.11169511112707639
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,NA,ASV852,0.009766692198835377,4.281446494991757,4,0.36925414192619266,0.3763713818641971
Bacteroidota,Saprospiria,Saprospirales,Saprospiraceae,NA,NA,ASV854,0.09576994010056147,6.377037030236264,4,0.17270481386862727,0.24203996396562433
Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Schaalia,NA,ASV858,0.1046314397796787,8.5216834375159,4,0.07423268833412691,0.13619538607750087
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Dokdonia,Dokdonia lutea,ASV859,0.00715967126765159,10.679472308220845,4,0.030412578107743192,0.07293626130411861
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NA,NA,ASV860,2.648756071038242e-7,9.133081346504415,4,0.05785780732881698,0.11548146819869451
Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA,ASV861,0.19188714018195585,5.656788865165955,4,0.22628750877869958,0.28613504037719534
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oleispira,Oleispira lenta,ASV865,0.08898172699513654,3.022235524232999,4,0.5541112586292019,0.44722074406929035
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Thalassolituus,Thalassolituus maritimus,ASV869,1.3404007367434742e-4,1.4566272112312972,4,0.8342956300358464,0.5449732003089085
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas halophila,ASV871,0.9904517253250781,6.678116832338272,4,0.1539078786108514,0.224673221315907
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NA,NA,ASV872,0.16779917334966687,4.2189697133091055,4,0.3771818733699961,0.37916011164029256
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,NA,ASV875,0.0027514027761521283,4.117710144987164,4,0.3903098430745984,0.385713967350112
Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA,ASV877,0.007310501638716097,6.743016747857714,4,0.1501079977848547,0.2210483518988685
Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio xuii,ASV886,0.9431965667765336,3.3182090851439496,4,0.5060523712357636,0.4275986204989639
